239.051, 129.405, 8.337, 14.015 False
238.773, 129.397, 8.337, 14.048 False
238.495, 129.389, 8.337, 14.081 False
238.217, 129.382, 8.337, 14.114 False
237.940, 129.375, 8.337, 14.147 False
237.662, 129.367, 8.337, 14.180 False
237.384, 129.360, 8.337, 14.213 False
237.106, 129.353, 8.336, 14.246 False
236.829, 129.346, 8.336, 14.279 False
236.551, 129.339, 8.336, 14.312 False
236.273, 129.333, 8.336, 14.345 False
235.995, 129.326, 8.336, 14.378 False
235.717, 129.320, 8.336, 14.411 False
235.440, 129.314, 8.336, 14.444 False
235.162, 129.307, 8.336, 14.477 False
234.884, 129.301, 8.336, 14.510 False
234.606, 129.296, 8.336, 14.543 False
234.328, 129.290, 8.336, 14.576 False
234.051, 129.284, 8.336, 14.609 False
233.773, 129.278, 8.336, 14.642 False
233.495, 129.273, 8.335, 14.675 False
233.217, 129.267, 8.335, 14.708 False
232.939, 129.263, 8.335, 14.741 False
232.662, 129.258, 8.335, 14.774 False
232.384, 129.254, 8.335, 14.807 False
232.106, 129.249, 8.335, 14.840 False
231.828, 129.245, 8.335, 14.873 False
231.550, 129.241, 8.335, 14.906 False
231.273, 129.236, 8.335, 14.939 False
230.995, 129.232, 8.335, 14.972 False
230.717, 129.228, 8.335, 15.005 False
230.439, 129.225, 8.335, 15.038 False
230.161, 129.222, 8.335, 15.071 False
229.883, 129.218, 8.335, 15.104 False
229.606, 129.215, 8.335, 15.137 False
229.328, 129.212, 8.335, 15.170 False
229.050, 129.209, 8.335, 15.203 False
228.772, 129.206, 8.335, 15.236 False
228.494, 129.203, 8.334, 15.269 False
228.217, 129.201, 8.334, 15.302 False
227.939, 129.198, 8.334, 15.335 False
227.661, 129.196, 8.334, 15.368 False
227.383, 129.194, 8.334, 15.401 False
227.105, 129.191, 8.334, 15.434 False
226.828, 129.189, 8.334, 15.467 False
226.550, 129.187, 8.334, 15.500 False
226.272, 129.185, 8.334, 15.533 False
225.994, 129.184, 8.334, 15.566 False
225.716, 129.183, 8.334, 15.599 False
225.438, 129.181, 8.334, 15.632 False
225.161, 129.180, 8.334, 15.665 False
224.883, 129.179, 8.334, 15.698 False
224.605, 129.178, 8.334, 15.731 False
224.327, 129.177, 8.334, 15.764 False
224.049, 129.176, 8.334, 15.797 False
223.772, 129.175, 8.334, 15.830 False
223.494, 129.174, 8.334, 15.863 False
223.216, 129.173, 8.334, 15.896 False
222.938, 129.173, 8.334, 15.929 False
