-183.583, 78.146, 1.581,  1.765
-183.580, 78.093, 1.586,  1.798
-183.577, 78.041, 1.590,  1.831
-183.574, 77.988, 1.593,  1.864
-183.571, 77.935, 1.596,  1.897
-183.568, 77.882, 1.599,  1.930
-183.564, 77.828, 1.602,  1.963
-183.561, 77.775, 1.605,  1.996
-183.558, 77.722, 1.608,  2.029
-183.555, 77.668, 1.612,  2.062
-183.552, 77.614, 1.616,  2.095
-183.549, 77.560, 1.620,  2.128
-183.545, 77.506, 1.625,  2.161
-183.542, 77.452, 1.630,  2.194
-183.539, 77.398, 1.636,  2.227
-183.536, 77.343, 1.643,  2.260
-183.533, 77.288, 1.649,  2.293
-183.529, 77.233, 1.656,  2.326
-183.526, 77.178, 1.663,  2.359
-183.523, 77.122, 1.671,  2.392
-183.520, 77.067, 1.678,  2.425
-183.517, 77.011, 1.685,  2.458
-183.514, 76.954, 1.693,  2.491
-183.510, 76.898, 1.700,  2.524
-183.507, 76.841, 1.707,  2.557
-183.504, 76.784, 1.715,  2.590
-183.501, 76.727, 1.722,  2.623
-183.498, 76.669, 1.729,  2.656
-183.495, 76.612, 1.736,  2.689
-183.492, 76.554, 1.742,  2.722
-183.489, 76.495, 1.749,  2.755
-183.485, 76.437, 1.756,  2.788
-183.482, 76.379, 1.762,  2.821
-183.479, 76.320, 1.769,  2.854
-183.476, 76.261, 1.775,  2.887
-183.473, 76.201, 1.782,  2.920
-183.470, 76.142, 1.788,  2.953
-183.467, 76.082, 1.795,  2.986
-183.463, 76.022, 1.801,  3.019
-183.460, 75.962, 1.808,  3.052
-183.457, 75.902, 1.814,  3.085
-183.454, 75.841, 1.821,  3.118
-183.451, 75.781, 1.827,  3.151
-183.448, 75.720, 1.834,  3.184
-183.445, 75.658, 1.841,  3.217
-183.442, 75.597, 1.848,  3.250
-183.438, 75.535, 1.854,  3.283
-183.435, 75.473, 1.861,  3.316
-183.432, 75.411, 1.868,  3.349
-183.429, 75.349, 1.875,  3.382
-183.426, 75.286, 1.882,  3.415
-183.423, 75.223, 1.889,  3.448
-183.420, 75.160, 1.895,  3.481
-183.417, 75.097, 1.902,  3.514
-183.413, 75.034, 1.909,  3.547
-183.410, 74.970, 1.916,  3.580
-183.407, 74.906, 1.923,  3.613
-183.404, 74.842, 1.930,  3.646
-183.401, 74.777, 1.937,  3.679
-183.398, 74.713, 1.944,  3.712
-183.395, 74.648, 1.951,  3.745
-183.391, 74.583, 1.958,  3.778
-183.388, 74.517, 1.965,  3.811
-183.385, 74.452, 1.973,  3.844
-183.382, 74.386, 1.980,  3.877
-183.379, 74.320, 1.987,  3.910
-183.376, 74.253, 1.994,  3.943
-183.373, 74.187, 2.001,  3.976
-183.370, 74.120, 2.008,  4.009
-183.367, 74.053, 2.015,  4.042
-183.363, 73.986, 2.022,  4.075
-183.360, 73.918, 2.029,  4.108
-183.357, 73.850, 2.037,  4.141
-183.354, 73.782, 2.044,  4.174
-183.351, 73.714, 2.051,  4.207
-183.348, 73.646, 2.058,  4.240
-183.345, 73.577, 2.065,  4.273
-183.342, 73.508, 2.073,  4.306
-183.339, 73.439, 2.080,  4.339
-183.336, 73.369, 2.087,  4.372
-183.333, 73.300, 2.095,  4.405
-183.329, 73.230, 2.102,  4.438
-183.326, 73.159, 2.110,  4.471
-183.323, 73.089, 2.117,  4.504
-183.320, 73.018, 2.124,  4.537
-183.317, 72.947, 2.132,  4.570
-183.314, 72.876, 2.139,  4.603
-183.311, 72.805, 2.147,  4.636
-183.308, 72.733, 2.154,  4.669
-183.305, 72.661, 2.162,  4.702
-183.302, 72.589, 2.169,  4.735
-183.299, 72.517, 2.177,  4.768
-183.296, 72.444, 2.185,  4.801
-183.293, 72.371, 2.192,  4.834
-183.290, 72.298, 2.200,  4.867
-183.286, 72.224, 2.207,  4.900
-183.283, 72.151, 2.215,  4.933
-183.280, 72.077, 2.223,  4.966
-183.277, 72.002, 2.230,  4.999
-183.274, 71.928, 2.238,  5.032
-183.271, 71.853, 2.246,  5.065
-183.268, 71.778, 2.254,  5.098
-183.265, 71.703, 2.261,  5.131
-183.262, 71.627, 2.269,  5.164
-183.259, 71.552, 2.277,  5.197
-183.256, 71.476, 2.285,  5.230
-183.253, 71.399, 2.293,  5.263
-183.250, 71.323, 2.300,  5.296
-183.247, 71.246, 2.308,  5.329
-183.244, 71.169, 2.316,  5.362
-183.241, 71.091, 2.324,  5.395
-183.238, 71.014, 2.332,  5.428
-183.235, 70.936, 2.340,  5.461
-183.232, 70.858, 2.348,  5.494
-183.229, 70.779, 2.356,  5.527
-183.226, 70.701, 2.364,  5.560
-183.223, 70.622, 2.372,  5.593
-183.220, 70.543, 2.380,  5.626
-183.217, 70.463, 2.388,  5.659
-183.214, 70.383, 2.396,  5.692
-183.211, 70.303, 2.404,  5.725
-183.208, 70.223, 2.412,  5.758
-183.205, 70.143, 2.420,  5.791
-183.202, 70.062, 2.428,  5.824
-183.199, 69.981, 2.437,  5.857
-183.196, 69.899, 2.445,  5.890
-183.193, 69.818, 2.453,  5.923
-183.190, 69.736, 2.462,  5.956
-183.187, 69.653, 2.470,  5.989
-183.184, 69.571, 2.478,  6.022
-183.181, 69.488, 2.487,  6.055
-183.178, 69.405, 2.495,  6.088
-183.175, 69.322, 2.504,  6.121
-183.172, 69.238, 2.512,  6.154
-183.169, 69.154, 2.521,  6.187
-183.167, 69.070, 2.529,  6.220
-183.164, 68.986, 2.538,  6.253
-183.161, 68.901, 2.546,  6.286
-183.158, 68.816, 2.555,  6.319
-183.155, 68.731, 2.563,  6.352
-183.152, 68.645, 2.572,  6.385
-183.149, 68.559, 2.581,  6.418
-183.146, 68.473, 2.589,  6.451
-183.143, 68.386, 2.598,  6.484
-183.140, 68.300, 2.607,  6.517
-183.137, 68.212, 2.616,  6.550
-183.134, 68.125, 2.624,  6.583
-183.131, 68.037, 2.633,  6.616
-183.128, 67.950, 2.642,  6.649
-183.126, 67.861, 2.651,  6.682
-183.123, 67.773, 2.660,  6.715
-183.120, 67.684, 2.668,  6.748
-183.117, 67.595, 2.677,  6.781
-183.114, 67.505, 2.686,  6.814
-183.111, 67.416, 2.695,  6.847
-183.108, 67.326, 2.704,  6.880
-183.105, 67.235, 2.713,  6.913
-183.102, 67.145, 2.722,  6.946
-183.100, 67.054, 2.731,  6.979
-183.097, 66.963, 2.741,  7.012
-183.094, 66.871, 2.750,  7.045
-183.091, 66.779, 2.759,  7.078
-183.088, 66.687, 2.769,  7.111
-183.085, 66.594, 2.778,  7.144
-183.082, 66.502, 2.787,  7.177
-183.080, 66.409, 2.797,  7.210
-183.077, 66.315, 2.806,  7.243
-183.074, 66.221, 2.816,  7.276
-183.071, 66.127, 2.825,  7.309
-183.068, 66.033, 2.835,  7.342
-183.065, 65.938, 2.844,  7.375
-183.062, 65.843, 2.854,  7.408
-183.060, 65.748, 2.863,  7.441
-183.057, 65.652, 2.873,  7.474
-183.054, 65.556, 2.882,  7.507
-183.051, 65.460, 2.892,  7.540
-183.048, 65.364, 2.902,  7.573
-183.046, 65.267, 2.912,  7.606
-183.043, 65.169, 2.921,  7.639
-183.040, 65.072, 2.931,  7.672
-183.037, 64.974, 2.941,  7.705
-183.034, 64.876, 2.951,  7.738
-183.031, 64.777, 2.961,  7.771
-183.029, 64.678, 2.971,  7.804
-183.026, 64.579, 2.981,  7.837
-183.023, 64.479, 2.991,  7.870
-183.020, 64.379, 3.001,  7.903
-183.018, 64.279, 3.011,  7.936
-183.015, 64.179, 3.021,  7.969
-183.012, 64.078, 3.031,  8.002
-183.009, 63.976, 3.042,  8.035
-183.006, 63.875, 3.052,  8.068
-183.004, 63.773, 3.062,  8.101
-183.001, 63.670, 3.072,  8.134
-182.998, 63.568, 3.082,  8.167
-182.995, 63.465, 3.093,  8.200
-182.993, 63.362, 3.103,  8.233
-182.990, 63.258, 3.113,  8.266
-182.987, 63.154, 3.124,  8.299
-182.984, 63.050, 3.134,  8.332
-182.982, 62.945, 3.145,  8.365
-182.979, 62.840, 3.155,  8.398
-182.976, 62.734, 3.166,  8.431
-182.973, 62.629, 3.176,  8.464
-182.971, 62.522, 3.187,  8.497
-182.968, 62.416, 3.198,  8.530
-182.965, 62.309, 3.208,  8.563
-182.963, 62.202, 3.219,  8.596
-182.960, 62.094, 3.230,  8.629
-182.957, 61.987, 3.241,  8.662
-182.954, 61.878, 3.252,  8.695
-182.952, 61.770, 3.263,  8.728
-182.949, 61.661, 3.274,  8.761
-182.946, 61.551, 3.285,  8.794
-182.944, 61.442, 3.296,  8.827
-182.941, 61.331, 3.307,  8.860
-182.938, 61.221, 3.318,  8.893
-182.936, 61.110, 3.329,  8.926
-182.933, 60.999, 3.340,  8.959
-182.930, 60.887, 3.351,  8.992
-182.927, 60.775, 3.362,  9.025
-182.925, 60.663, 3.373,  9.058
-182.922, 60.550, 3.385,  9.091
-182.919, 60.437, 3.396,  9.124
-182.917, 60.324, 3.408,  9.157
-182.914, 60.210, 3.419,  9.190
-182.912, 60.096, 3.431,  9.223
-182.909, 59.981, 3.442,  9.256
-182.906, 59.866, 3.454,  9.289
-182.904, 59.751, 3.465,  9.322
-182.901, 59.635, 3.477,  9.355
-182.898, 59.519, 3.489,  9.388
-182.896, 59.402, 3.500,  9.421
-182.893, 59.285, 3.512,  9.454
-182.890, 59.168, 3.524,  9.487
-182.888, 59.050, 3.535,  9.520
-182.885, 58.932, 3.547,  9.553
-182.883, 58.814, 3.559,  9.586
-182.880, 58.695, 3.571,  9.619
-182.877, 58.575, 3.583,  9.652
-182.875, 58.456, 3.595,  9.685
-182.872, 58.336, 3.607,  9.718
-182.870, 58.215, 3.619,  9.751
-182.867, 58.094, 3.631,  9.784
-182.864, 57.973, 3.643,  9.817
-182.862, 57.851, 3.656,  9.850
-182.859, 57.729, 3.668,  9.883
-182.857, 57.606, 3.680,  9.916
-182.854, 57.483, 3.692,  9.949
-182.851, 57.360, 3.705,  9.982
-182.849, 57.236, 3.717, 10.015
-182.846, 57.112, 3.730, 10.048
-182.844, 56.987, 3.742, 10.081
-182.841, 56.862, 3.755, 10.114
-182.839, 56.737, 3.767, 10.147
-182.836, 56.611, 3.780, 10.180
-182.833, 56.485, 3.793, 10.213
-182.831, 56.358, 3.805, 10.246
-182.828, 56.231, 3.818, 10.279
-182.826, 56.103, 3.831, 10.312
-182.823, 55.975, 3.844, 10.345
-182.821, 55.847, 3.857, 10.378
-182.818, 55.718, 3.869, 10.411
-182.816, 55.589, 3.882, 10.444
-182.813, 55.459, 3.895, 10.477
-182.811, 55.329, 3.908, 10.510
-182.808, 55.198, 3.921, 10.543
-182.805, 55.067, 3.934, 10.576
-182.803, 54.936, 3.947, 10.609
-182.800, 54.804, 3.960, 10.642
-182.798, 54.672, 3.973, 10.675
-182.795, 54.539, 3.986, 10.708
-182.793, 54.406, 3.999, 10.741
-182.790, 54.272, 4.012, 10.774
-182.788, 54.138, 4.025, 10.807
-182.785, 54.004, 4.038, 10.840
-182.783, 53.869, 4.051, 10.873
-182.780, 53.734, 4.064, 10.906
-182.778, 53.598, 4.077, 10.939
-182.775, 53.462, 4.090, 10.972
-182.773, 53.325, 4.103, 11.005
-182.770, 53.188, 4.117, 11.038
-182.768, 53.050, 4.130, 11.071
-182.765, 52.912, 4.144, 11.104
-182.763, 52.774, 4.157, 11.137
-182.761, 52.635, 4.171, 11.170
-182.758, 52.496, 4.185, 11.203
-182.756, 52.356, 4.198, 11.236
-182.753, 52.215, 4.212, 11.269
-182.751, 52.075, 4.226, 11.302
-182.748, 51.934, 4.240, 11.335
-182.746, 51.792, 4.254, 11.368
-182.743, 51.650, 4.268, 11.401
-182.741, 51.507, 4.282, 11.434
-182.738, 51.364, 4.296, 11.467
-182.736, 51.221, 4.310, 11.500
-182.733, 51.077, 4.324, 11.533
-182.731, 50.932, 4.338, 11.566
-182.729, 50.787, 4.352, 11.599
-182.726, 50.642, 4.367, 11.632
-182.724, 50.496, 4.381, 11.665
-182.721, 50.349, 4.395, 11.698
-182.719, 50.203, 4.410, 11.731
-182.716, 50.055, 4.424, 11.764
-182.714, 49.907, 4.438, 11.797
-182.712, 49.759, 4.453, 11.830
-182.709, 49.610, 4.468, 11.863
-182.707, 49.461, 4.482, 11.896
-182.704, 49.311, 4.497, 11.929
-182.702, 49.161, 4.512, 11.962
-182.699, 49.010, 4.526, 11.995
-182.697, 48.859, 4.541, 12.028
-182.695, 48.707, 4.556, 12.061
-182.692, 48.555, 4.571, 12.094
-182.690, 48.402, 4.586, 12.127
-182.687, 48.249, 4.601, 12.160
-182.685, 48.095, 4.616, 12.193
-182.683, 47.941, 4.632, 12.226
-182.680, 47.786, 4.647, 12.259
-182.678, 47.631, 4.662, 12.292
-182.676, 47.475, 4.677, 12.325
-182.673, 47.319, 4.693, 12.358
-182.671, 47.162, 4.708, 12.391
-182.668, 47.005, 4.724, 12.424
-182.666, 46.847, 4.739, 12.457
-182.664, 46.689, 4.755, 12.490
-182.661, 46.530, 4.770, 12.523
-182.659, 46.371, 4.786, 12.556
-182.656, 46.211, 4.802, 12.589
-182.654, 46.050, 4.818, 12.622
-182.652, 45.889, 4.833, 12.655
-182.649, 45.728, 4.849, 12.688
-182.647, 45.566, 4.865, 12.721
-182.645, 45.403, 4.881, 12.754
-182.642, 45.240, 4.897, 12.787
-182.640, 45.076, 4.914, 12.820
-182.638, 44.912, 4.930, 12.853
-182.635, 44.748, 4.946, 12.886
-182.633, 44.582, 4.962, 12.919
-182.631, 44.417, 4.979, 12.952
-182.628, 44.250, 4.995, 12.985
-182.626, 44.083, 5.012, 13.018
-182.623, 43.916, 5.028, 13.051
-182.621, 43.748, 5.045, 13.084
-182.619, 43.579, 5.061, 13.117
-182.616, 43.410, 5.078, 13.150
-182.614, 43.240, 5.095, 13.183
-182.612, 43.070, 5.109, 13.216
-182.609, 42.900, 5.113, 13.249
-182.607, 42.730, 5.104, 13.282
-182.605, 42.561, 5.085, 13.315
-182.602, 42.392, 5.069, 13.348
-182.600, 42.223, 5.057, 13.381
-182.597, 42.055, 5.051, 13.414
-182.595, 41.887, 5.050, 13.447
-182.592, 41.719, 5.055, 13.480
-182.590, 41.550, 5.066, 13.513
-182.587, 41.380, 5.084, 13.546
-182.585, 41.210, 5.107, 13.579
-182.583, 41.039, 5.137, 13.612
-182.580, 40.867, 5.171, 13.645
-182.578, 40.693, 5.211, 13.678
-182.576, 40.518, 5.254, 13.711
-182.573, 40.342, 5.299, 13.744
-182.571, 40.164, 5.346, 13.777
-182.569, 39.984, 5.393, 13.810
-182.567, 39.803, 5.439, 13.843
-182.564, 39.620, 5.482, 13.876
-182.562, 39.436, 5.523, 13.909
-182.560, 39.251, 5.559, 13.942
-182.557, 39.065, 5.591, 13.975
-182.555, 38.878, 5.619, 14.008
-182.553, 38.690, 5.642, 14.041
-182.550, 38.502, 5.661, 14.074
-182.548, 38.313, 5.677, 14.107
-182.546, 38.123, 5.689, 14.140
-182.543, 37.934, 5.698, 14.173
-182.541, 37.744, 5.705, 14.206
-182.539, 37.554, 5.710, 14.239
-182.536, 37.363, 5.715, 14.272
-182.534, 37.173, 5.718, 14.305
-182.531, 36.983, 5.722, 14.338
-182.529, 36.792, 5.727, 14.371
-182.527, 36.601, 5.733, 14.404
-182.524, 36.410, 5.740, 14.437
-182.522, 36.218, 5.749, 14.470
-182.520, 36.026, 5.761, 14.503
-182.517, 35.834, 5.774, 14.536
-182.515, 35.641, 5.790, 14.569
-182.513, 35.448, 5.808, 14.602
-182.510, 35.253, 5.829, 14.635
-182.508, 35.059, 5.852, 14.668
-182.506, 34.863, 5.877, 14.701
-182.503, 34.666, 5.903, 14.734
-182.501, 34.469, 5.931, 14.767
-182.499, 34.270, 5.960, 14.800
-182.497, 34.071, 5.990, 14.833
-182.494, 33.870, 6.019, 14.866
-182.492, 33.669, 6.049, 14.899
-182.490, 33.466, 6.078, 14.932
-182.487, 33.263, 6.106, 14.965
-182.485, 33.059, 6.132, 14.998
-182.483, 32.854, 6.158, 15.031
-182.480, 32.648, 6.181, 15.064
-182.478, 32.441, 6.204, 15.097
-182.476, 32.234, 6.225, 15.130
-182.473, 32.026, 6.244, 15.163
-182.471, 31.817, 6.263, 15.196
-182.469, 31.608, 6.280, 15.229
-182.467, 31.398, 6.297, 15.262
-182.464, 31.188, 6.313, 15.295
-182.462, 30.977, 6.329, 15.328
-182.460, 30.766, 6.345, 15.361
-182.457, 30.554, 6.361, 15.394
-182.455, 30.342, 6.377, 15.427
-182.453, 30.129, 6.394, 15.460
-182.450, 29.915, 6.412, 15.493
-182.448, 29.701, 6.430, 15.526
-182.446, 29.486, 6.450, 15.559
-182.443, 29.271, 6.470, 15.592
-182.441, 29.055, 6.492, 15.625
-182.439, 28.838, 6.515, 15.658
-182.436, 28.620, 6.538, 15.691
-182.434, 28.401, 6.562, 15.724
-182.432, 28.182, 6.587, 15.757
-182.430, 27.962, 6.612, 15.790
-182.427, 27.741, 6.638, 15.823
-182.425, 27.519, 6.664, 15.856
-182.423, 27.296, 6.690, 15.889
-182.420, 27.072, 6.716, 15.922
-182.418, 26.848, 6.741, 15.955
-182.416, 26.622, 6.766, 15.988
-182.413, 26.396, 6.790, 16.021
-182.411, 26.169, 6.814, 16.054
-182.409, 25.942, 6.837, 16.087
-182.407, 25.713, 6.859, 16.120
-182.404, 25.484, 6.881, 16.153
-182.402, 25.254, 6.903, 16.186
-182.400, 25.024, 6.924, 16.219
-182.397, 24.792, 6.945, 16.252
-182.395, 24.560, 6.965, 16.285
-182.393, 24.328, 6.986, 16.318
-182.390, 24.094, 7.006, 16.351
-182.388, 23.860, 7.027, 16.384
-182.386, 23.626, 7.048, 16.417
-182.384, 23.390, 7.070, 16.450
-182.381, 23.154, 7.092, 16.483
-182.379, 22.917, 7.115, 16.516
-182.377, 22.679, 7.138, 16.549
-182.374, 22.441, 7.161, 16.582
-182.372, 22.201, 7.186, 16.615
-182.370, 21.961, 7.210, 16.648
-182.367, 21.720, 7.235, 16.681
-182.365, 21.478, 7.261, 16.714
-182.363, 21.236, 7.286, 16.747
-182.361, 20.992, 7.312, 16.780
-182.358, 20.748, 7.338, 16.813
-182.356, 20.503, 7.363, 16.846
-182.354, 20.256, 7.389, 16.879
-182.351, 20.009, 7.415, 16.912
-182.349, 19.762, 7.440, 16.945
-182.347, 19.513, 7.465, 16.978
-182.344, 19.264, 7.490, 17.011
-182.342, 19.013, 7.515, 17.044
-182.340, 18.762, 7.540, 17.077
-182.337, 18.510, 7.564, 17.110
-182.335, 18.258, 7.589, 17.143
-182.333, 18.004, 7.613, 17.176
-182.330, 17.750, 7.637, 17.209
-182.328, 17.494, 7.662, 17.242
-182.326, 17.238, 7.686, 17.275
-182.323, 16.982, 7.710, 17.308
-182.321, 16.724, 7.735, 17.341
-182.319, 16.466, 7.760, 17.374
-182.316, 16.206, 7.784, 17.407
-182.314, 15.946, 7.810, 17.440
-182.312, 15.685, 7.835, 17.473
-182.309, 15.423, 7.860, 17.506
-182.307, 15.161, 7.886, 17.539
-182.305, 14.897, 7.912, 17.572
-182.302, 14.633, 7.939, 17.605
-182.300, 14.368, 7.965, 17.638
-182.298, 14.101, 7.992, 17.671
-182.295, 13.834, 8.019, 17.704
-182.293, 13.566, 8.046, 17.737
-182.291, 13.297, 8.073, 17.770
-182.288, 13.028, 8.100, 17.803
-182.286, 12.757, 8.128, 17.836
-182.284, 12.485, 8.155, 17.869
-182.281, 12.213, 8.183, 17.902
-182.279, 11.939, 8.210, 17.935
-182.276, 11.665, 8.238, 17.968
-182.274, 11.390, 8.266, 18.001
-182.272, 11.113, 8.293, 18.034
-182.269, 10.836, 8.321, 18.067
-182.267, 10.558, 8.349, 18.100
-182.265, 10.279, 8.376, 18.133
-182.262, 9.999, 8.404, 18.166
-182.260, 9.719, 8.432, 18.199
-182.257, 9.437, 8.460, 18.232
-182.255, 9.154, 8.488, 18.265
-182.253, 8.870, 8.516, 18.298
-182.250, 8.586, 8.544, 18.331
-182.248, 8.300, 8.572, 18.364
-182.245, 8.014, 8.600, 18.397
-182.243, 7.727, 8.629, 18.430
-182.240, 7.438, 8.657, 18.463
-182.238, 7.149, 8.686, 18.496
-182.236, 6.859, 8.715, 18.529
-182.233, 6.567, 8.744, 18.562
-182.231, 6.275, 8.773, 18.595
-182.228, 5.982, 8.802, 18.628
-182.226, 5.688, 8.832, 18.661
-182.223, 5.393, 8.861, 18.694
-182.221, 5.097, 8.891, 18.727
-182.218, 4.800, 8.921, 18.760
-182.216, 4.502, 8.951, 18.793
-182.214, 4.202, 8.981, 18.826
-182.211, 3.902, 9.011, 18.859
-182.209, 3.601, 9.041, 18.892
-182.206, 3.299, 9.071, 18.925
-182.204, 2.996, 9.102, 18.958
-182.201, 2.692, 9.132, 18.991
-182.199, 2.387, 9.162, 19.024
-182.196, 2.080, 9.193, 19.057
-182.194, 1.773, 9.224, 19.090
-182.191, 1.465, 9.254, 19.123
-182.189, 1.156, 9.285, 19.156
-182.186, 0.845, 9.316, 19.189
-182.184, 0.534, 9.347, 19.222
-182.181, 0.222, 9.378, 19.255
-182.178, -0.092, 9.409, 19.288
-182.176, -0.406, 9.441, 19.321
-182.173, -0.721, 9.472, 19.354
-182.171, -1.038, 9.503, 19.387
-182.168, -1.356, 9.535, 19.420
-182.166, -1.674, 9.567, 19.453
-182.163, -1.994, 9.599, 19.486
-182.161, -2.315, 9.631, 19.519
-182.158, -2.636, 9.663, 19.552
-182.155, -2.959, 9.695, 19.585
-182.153, -3.283, 9.727, 19.618
-182.150, -3.608, 9.760, 19.651
-182.148, -3.935, 9.792, 19.684
-182.145, -4.262, 9.825, 19.717
-182.142, -4.590, 9.858, 19.750
-182.140, -4.920, 9.891, 19.783
-182.137, -5.250, 9.924, 19.816
-182.134, -5.582, 9.957, 19.849
-182.132, -5.914, 9.990, 19.882
-182.129, -6.248, 10.024, 19.915
-182.126, -6.583, 10.057, 19.948
-182.124, -6.919, 10.091, 19.981
-182.121, -7.257, 10.125, 20.014
-182.118, -7.595, 10.158, 20.047
-182.116, -7.934, 10.192, 20.080
-182.113, -8.275, 10.226, 20.113
-182.110, -8.617, 10.261, 20.146
-182.108, -8.960, 10.295, 20.179
-182.105, -9.304, 10.329, 20.212
-182.102, -9.649, 10.364, 20.245
-182.100, -9.995, 10.398, 20.278
-182.097, -10.343, 10.433, 20.311
-182.094, -10.691, 10.468, 20.344
-182.091, -11.041, 10.503, 20.377
-182.089, -11.392, 10.538, 20.410
-182.086, -11.744, 10.573, 20.443
-182.083, -12.097, 10.608, 20.476
-182.080, -12.452, 10.644, 20.509
-182.077, -12.808, 10.679, 20.542
-182.075, -13.164, 10.715, 20.575
-182.072, -13.522, 10.751, 20.608
-182.069, -13.882, 10.786, 20.641
-182.066, -14.242, 10.822, 20.674
-182.063, -14.604, 10.859, 20.707
-182.061, -14.967, 10.895, 20.740
-182.058, -15.331, 10.931, 20.773
-182.055, -15.696, 10.968, 20.806
-182.052, -16.063, 11.004, 20.839
-182.049, -16.430, 11.041, 20.872
-182.046, -16.799, 11.078, 20.905
-182.043, -17.170, 11.115, 20.938
-182.041, -17.541, 11.152, 20.971
-182.038, -17.914, 11.190, 21.004
-182.035, -18.288, 11.227, 21.037
-182.032, -18.663, 11.265, 21.070
-182.029, -19.039, 11.302, 21.103
-182.026, -19.417, 11.340, 21.136
-182.023, -19.796, 11.378, 21.169
-182.020, -20.176, 11.416, 21.202
-182.017, -20.558, 11.454, 21.235
-182.014, -20.940, 11.493, 21.268
-182.011, -21.324, 11.531, 21.301
-182.008, -21.710, 11.570, 21.334
-182.005, -22.096, 11.609, 21.367
-182.002, -22.484, 11.648, 21.400
-181.999, -22.874, 11.688, 21.433
-181.996, -23.264, 11.727, 21.466
-181.993, -23.656, 11.767, 21.499
-181.990, -24.049, 11.807, 21.532
-181.987, -24.444, 11.847, 21.565
-181.984, -24.840, 11.887, 21.598
-181.981, -25.237, 11.927, 21.631
-181.978, -25.636, 11.968, 21.664
-181.975, -26.036, 12.008, 21.697
-181.972, -26.437, 12.049, 21.730
-181.969, -26.840, 12.090, 21.763
-181.966, -27.244, 12.131, 21.796
-181.962, -27.649, 12.172, 21.829
-181.959, -28.056, 12.213, 21.862
-181.956, -28.464, 12.255, 21.895
-181.953, -28.874, 12.296, 21.928
-181.950, -29.284, 12.337, 21.961
-181.947, -29.697, 12.379, 21.994
-181.943, -30.110, 12.421, 22.027
-181.940, -30.526, 12.462, 22.060
-181.937, -30.942, 12.504, 22.093
-181.934, -31.360, 12.546, 22.126
-181.930, -31.779, 12.588, 22.159
-181.927, -32.200, 12.630, 22.192
-181.924, -32.622, 12.673, 22.225
-181.921, -33.045, 12.715, 22.258
-181.917, -33.470, 12.758, 22.291
-181.914, -33.897, 12.801, 22.324
-181.911, -34.324, 12.844, 22.357
-181.907, -34.754, 12.887, 22.390
-181.904, -35.184, 12.930, 22.423
-181.901, -35.616, 12.974, 22.456
-181.897, -36.050, 13.018, 22.489
-181.894, -36.485, 13.061, 22.522
-181.890, -36.921, 13.105, 22.555
-181.887, -37.359, 13.150, 22.588
-181.884, -37.799, 13.194, 22.621
-181.880, -38.240, 13.239, 22.654
-181.877, -38.682, 13.283, 22.687
-181.873, -39.126, 13.328, 22.720
-181.870, -39.572, 13.373, 22.753
-181.866, -40.018, 13.419, 22.786
-181.863, -40.467, 13.464, 22.819
-181.859, -40.917, 13.509, 22.852
-181.856, -41.368, 13.555, 22.885
-181.852, -41.821, 13.600, 22.918
-181.849, -42.276, 13.646, 22.951
-181.845, -42.732, 13.692, 22.984
-181.841, -43.189, 13.738, 23.017
-181.838, -43.648, 13.784, 23.050
